image_path,split,gt_plate,pred_plate,model,notes
data/raw/images/IPC_2025-08-08.11.08.22.6300.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.08.32.2010.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.08.57.5060.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.13.8510.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.17.4290.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.23.9190.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.29.0330.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.34.5770.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.36.6850.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.40.8200.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.44.8720.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.09.58.5260.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.07.2150.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.13.6500.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.13.7500.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.19.7780.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.40.1140.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.45.9400.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.49.1140.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.54.8970.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.10.58.8240.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.03.4150.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.06.8510.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.23.0080.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.27.8110.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.35.6390.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.39.0490.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.11.43.8880.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.18.9610.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.23.9330.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.27.1130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.31.3469.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.35.1560.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.38.2450.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.48.2990.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.12.59.7720.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.04.4240.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.10.1409.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.16.1000.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.24.1930.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.28.4710.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.13.37.7450.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.04.9500.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.09.5330.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.11.9410.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.16.3410.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.20.1770.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.23.8110.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.37.6929.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.46.8169.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.14.56.1130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.04.0300.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.13.3920.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.17.8020.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.21.7130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.47.9630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.51.9690.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.54.0190.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.15.58.4590.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.03.1820.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.07.9280.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.32.7830.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.40.0690.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.44.1700.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.16.49.7980.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.01.4630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.12.3040.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.25.4710.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.40.4160.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.44.9110.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.17.47.7460.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.18.15.0690.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.18.56.9010.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.18.59.8630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.19.08.2890.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.19.13.6520.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.19.23.7210.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.07.6670.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.10.7760.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.13.2810.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.13.5470.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.17.4980.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.23.6600.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.30.9300.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.20.39.2620.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.07.6030.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.13.3710.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.18.8500.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.24.5530.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.28.8430.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.29.7170.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.32.5360.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.34.4310.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.36.2960.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.43.2030.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.44.6919.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.21.47.0050.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.07.3990.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.09.7360.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.13.9230.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.18.2210.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.46.9810.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.50.5860.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.55.2980.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.57.5649.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.22.57.7460.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.04.6929.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.35.0280.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.40.8060.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.46.0760.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.46.6060.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.49.5540.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.52.8880.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.23.55.2580.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.00.1100.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.00.9520.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.06.6630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.10.7480.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.14.1200.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.19.5430.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.26.1719.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.30.0900.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.24.35.2470.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.02.7520.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.08.9610.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.12.4500.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.17.9820.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.20.7170.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.26.0550.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.29.5010.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.34.8230.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.25.40.9350.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.26.35.8120.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.26.38.9000.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.26.45.3320.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.26.50.4580.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.27.11.1780.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.27.18.8040.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.27.30.0869.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.27.35.8030.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.28.41.7320.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.28.49.7670.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.08.6990.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.13.4560.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.17.3760.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.20.2130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.24.0230.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.26.4970.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.31.0460.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.29.41.1250.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.21.2829.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.28.2970.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.39.3300.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.48.5790.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.53.7140.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.30.58.2480.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.31.10.3770.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.31.16.1180.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.31.21.9100.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.31.22.0920.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.31.28.4680.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.32.13.1000.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.32.17.4260.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.32.25.6830.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.32.30.2270.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.06.1210.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.09.6740.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.12.7880.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.16.8460.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.21.0460.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.24.9230.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.31.3980.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.34.8510.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.38.4530.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.45.9710.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.33.53.4840.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.34.01.3690.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.34.20.0420.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.34.25.0869.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.34.36.5450.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.34.49.9160.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.35.15.7910.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.35.20.8380.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.35.28.7390.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.04.1820.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.08.3650.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.13.9130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.17.6290.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.20.9480.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.25.7040.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.26.8430.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.28.4780.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.33.2480.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.34.5620.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.39.5130.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.42.8290.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.51.5040.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.55.1840.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.36.59.3690.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.37.27.7440.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.37.31.8650.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.37.35.7200.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.08.1510.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.11.5050.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.17.0080.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.21.0610.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.21.7630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.25.5240.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.32.0740.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.38.33.1940.jpg,unlabeled,,,,
