image_id,decision,suspicious_slots,plate_text,ocr_plate_text,plate_text_corrected,suspicious_characters,slot_count,plate_type,input_path,rectified_path,notes,annotated_at
AYZI9349,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/AYZI9349.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/AYZI9349/03_rectified.jpg,,2026-08-25T22:11:52+08:00
BASW2138,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BASW2138.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BASW2138/03_rectified.jpg,,2026-08-25T22:11:57+08:00
BDTW3847,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BDTW3847.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BDTW3847/03_rectified.jpg,,2026-08-25T22:12:03+08:00
BFHM0220,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BFHM0220.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BFHM0220/03_rectified.jpg,,2026-08-25T22:12:09+08:00
BFXL1396,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BFXL1396.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BFXL1396/03_rectified.jpg,,2026-08-25T22:12:13+08:00
BJTN4725,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BJTN4725.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BJTN4725/03_rectified.jpg,,2026-08-25T22:12:18+08:00
BJXM9659,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BJXM9659.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BJXM9659/03_rectified.jpg,,2026-08-25T22:12:24+08:00
BMIP5927,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BMIP5927.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BMIP5927/03_rectified.jpg,,2026-08-25T22:12:29+08:00
BNBV2021,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BNBV2021.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BNBV2021/03_rectified.jpg,,2026-08-25T22:12:41+08:00
BNLA8507,suspicious,6,,,false,S6,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BNLA8507.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BNLA8507/03_rectified.jpg,,2026-08-25T22:12:47+08:00
BSHB9072,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BSHB9072.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BSHB9072/03_rectified.jpg,,2026-08-25T22:12:50+08:00
BULR2765,suspicious,3;4,,,false,S3;S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BULR2765.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BULR2765/03_rectified.jpg,,2026-08-25T22:13:03+08:00
BWSC4946,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BWSC4946.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BWSC4946/03_rectified.jpg,,2026-08-25T22:13:07+08:00
BXMI3987,suspicious,6,,,false,S6,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BXMI3987.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BXMI3987/03_rectified.jpg,,2026-08-25T22:13:12+08:00
BYEM0010,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BYEM0010.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BYEM0010/03_rectified.jpg,,2026-08-25T22:13:16+08:00
BZJE5488,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/BZJE5488.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/BZJE5488/03_rectified.jpg,,2026-08-25T22:13:19+08:00
CAKK2087,suspicious,4;7;8,,,false,S4;S7;S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CAKK2087.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CAKK2087/03_rectified.jpg,,2026-08-25T22:13:43+08:00
CHEX2817,suspicious,7,,,false,S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CHEX2817.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CHEX2817/03_rectified.jpg,,2026-08-25T22:13:52+08:00
CILW4845,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CILW4845.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CILW4845/03_rectified.jpg,,2026-08-25T22:13:59+08:00
CJQW7021,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CJQW7021.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CJQW7021/03_rectified.jpg,,2026-08-25T22:14:09+08:00
CKKQ3814,suspicious,3;4,,,false,S3;S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CKKQ3814.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CKKQ3814/03_rectified.jpg,,2026-08-25T22:14:33+08:00
CKTE4503,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CKTE4503.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CKTE4503/03_rectified.jpg,,2026-08-25T22:14:40+08:00
CKXC5363,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CKXC5363.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CKXC5363/03_rectified.jpg,,2026-08-25T22:14:54+08:00
CMCV2581,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CMCV2581.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CMCV2581/03_rectified.jpg,,2026-08-25T22:15:03+08:00
CNDU2619,suspicious,7,,,false,S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CNDU2619.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CNDU2619/03_rectified.jpg,,2026-08-25T22:15:08+08:00
CNWO4361,suspicious,7,,,false,S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CNWO4361.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CNWO4361/03_rectified.jpg,,2026-08-25T22:15:13+08:00
CRLX8713,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CRLX8713.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CRLX8713/03_rectified.jpg,,2026-08-25T22:15:16+08:00
CRPK9198,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CRPK9198.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CRPK9198/03_rectified.jpg,,2026-08-25T22:15:19+08:00
CRQH9284,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CRQH9284.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CRQH9284/03_rectified.jpg,,2026-08-25T22:15:26+08:00
CSCT5012,suspicious,3;5,,,false,S3;S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CSCT5012.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CSCT5012/03_rectified.jpg,,2026-08-25T22:15:31+08:00
CWJQ2741,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CWJQ2741.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CWJQ2741/03_rectified.jpg,,2026-08-25T22:15:39+08:00
CWTK4502,suspicious,3;7,,,false,S3;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/CWTK4502.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/CWTK4502/03_rectified.jpg,,2026-08-25T22:15:43+08:00
DAWT2074,suspicious,3;7,,,false,S3;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DAWT2074.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DAWT2074/03_rectified.jpg,,2026-08-25T22:15:48+08:00
DBOS5668,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DBOS5668.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DBOS5668/03_rectified.jpg,,2026-08-25T22:15:53+08:00
DCCN8612,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DCCN8612.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DCCN8612/03_rectified.jpg,,2026-08-25T22:15:56+08:00
DCDH1816,suspicious,3;7,,,false,S3;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DCDH1816.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DCDH1816/03_rectified.jpg,,2026-08-25T22:16:05+08:00
DDKB1853,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DDKB1853.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DDKB1853/03_rectified.jpg,,2026-08-25T22:16:11+08:00
DGQQ7147,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DGQQ7147.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DGQQ7147/03_rectified.jpg,,2026-08-25T22:16:23+08:00
DKYG9978,suspicious,6,,,false,S6,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DKYG9978.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DKYG9978/03_rectified.jpg,,2026-08-25T22:16:30+08:00
DNHQ5598,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DNHQ5598.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DNHQ5598/03_rectified.jpg,,2026-08-25T22:16:37+08:00
DNNX0602,suspicious,3;4,,,false,S3;S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DNNX0602.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DNNX0602/03_rectified.jpg,,2026-08-25T22:16:43+08:00
DNQD9798,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DNQD9798.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DNQD9798/03_rectified.jpg,,2026-08-25T22:16:48+08:00
DNVC4262,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DNVC4262.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DNVC4262/03_rectified.jpg,,2026-08-25T22:17:04+08:00
DRIU7806,suspicious,2;4;7,,,false,S2;S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DRIU7806.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DRIU7806/03_rectified.jpg,,2026-08-25T22:17:12+08:00
DRXX0387,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DRXX0387.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DRXX0387/03_rectified.jpg,,2026-08-25T22:17:18+08:00
DTDQ2520,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DTDQ2520.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DTDQ2520/03_rectified.jpg,,2026-08-25T22:17:25+08:00
DUDJ4805,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DUDJ4805.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DUDJ4805/03_rectified.jpg,,2026-08-25T22:17:31+08:00
DULH0250,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DULH0250.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DULH0250/03_rectified.jpg,,2026-08-25T22:17:35+08:00
DXAT8629,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/DXAT8629.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/DXAT8629/03_rectified.jpg,,2026-08-25T22:17:38+08:00
EAYA7781,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EAYA7781.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EAYA7781/03_rectified.jpg,,2026-08-25T22:17:43+08:00
EBOE6110,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EBOE6110.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EBOE6110/03_rectified.jpg,,2026-08-25T22:17:49+08:00
EDAZ4811,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EDAZ4811.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EDAZ4811/03_rectified.jpg,,2026-08-25T22:17:57+08:00
EFYZ2690,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EFYZ2690.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EFYZ2690/03_rectified.jpg,,2026-08-25T22:18:01+08:00
EHOS9732,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EHOS9732.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EHOS9732/03_rectified.jpg,,2026-08-25T22:18:05+08:00
EOEU9850,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EOEU9850.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EOEU9850/03_rectified.jpg,,2026-08-25T22:18:14+08:00
ERRS1255,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/ERRS1255.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/ERRS1255/03_rectified.jpg,,2026-08-25T22:18:21+08:00
ETGV9921,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/ETGV9921.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/ETGV9921/03_rectified.jpg,,2026-08-25T22:18:26+08:00
EVGF1550,suspicious,7,,,false,S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EVGF1550.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EVGF1550/03_rectified.jpg,,2026-08-25T22:18:30+08:00
EWIK3409,suspicious,4;8,,,false,S4;S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EWIK3409.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EWIK3409/03_rectified.jpg,,2026-08-25T22:18:37+08:00
EWRP1426,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EWRP1426.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EWRP1426/03_rectified.jpg,,2026-08-25T22:18:45+08:00
EWUY8609,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EWUY8609.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EWUY8609/03_rectified.jpg,,2026-08-25T22:18:48+08:00
EXHN0135,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/EXHN0135.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/EXHN0135/03_rectified.jpg,,2026-08-25T22:18:51+08:00
FCXM6610,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FCXM6610.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FCXM6610/03_rectified.jpg,,2026-08-25T22:22:12+08:00
FCXU3376,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FCXU3376.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FCXU3376/03_rectified.jpg,,2026-08-25T22:22:25+08:00
FEED1139,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FEED1139.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FEED1139/03_rectified.jpg,,2026-08-25T22:22:34+08:00
FFBU6828,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FFBU6828.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FFBU6828/03_rectified.jpg,,2026-08-25T22:22:45+08:00
FGVZ2337,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FGVZ2337.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FGVZ2337/03_rectified.jpg,,2026-08-25T22:22:52+08:00
FLER7783,suspicious,5,,,false,S5,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FLER7783.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FLER7783/03_rectified.jpg,,2026-08-25T22:22:56+08:00
FNJF5326,suspicious,6,,,false,S6,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FNJF5326.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FNJF5326/03_rectified.jpg,,2026-08-25T22:23:15+08:00
FONQ0592,suspicious,3;4,,,false,S3;S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FONQ0592.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FONQ0592/03_rectified.jpg,,2026-08-25T22:23:22+08:00
FRKA4688,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FRKA4688.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FRKA4688/03_rectified.jpg,,2026-08-25T22:24:26+08:00
FRRX1834,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FRRX1834.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FRRX1834/03_rectified.jpg,,2026-08-25T22:24:31+08:00
FTJS7248,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FTJS7248.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FTJS7248/03_rectified.jpg,,2026-08-25T22:24:35+08:00
FTQQ3016,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FTQQ3016.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FTQQ3016/03_rectified.jpg,,2026-08-25T22:24:38+08:00
FYNS2126,suspicious,2;4;7,,,false,S2;S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FYNS2126.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FYNS2126/03_rectified.jpg,,2026-08-25T22:24:47+08:00
FYNX8191,suspicious,3,,,false,S3,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/FYNX8191.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/FYNX8191/03_rectified.jpg,,2026-08-25T22:24:51+08:00
GBZP4086,suspicious,8,,,false,S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/GBZP4086.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/GBZP4086/03_rectified.jpg,,2026-08-25T22:24:55+08:00
GCFY7162,suspicious,2,,,false,S2,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/GCFY7162.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/GCFY7162/03_rectified.jpg,,2026-08-25T22:24:57+08:00
GCTL0660,suspicious,3;4,,,false,S3;S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/GCTL0660.JPG,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/GCTL0660/03_rectified.jpg,,2026-08-25T22:25:04+08:00
